CallTimestamp,Call Type,EmployeeID,Call Duration,WaitTime,CallDate,CallTime
01-01-2021 06:04,2,I992869,703,0,01-01-2021,06:04:00
01-01-2021 06:17,2,N772493,86,30,01-01-2021,06:17:00
01-01-2021 06:27,2,U641256,0,0,01-01-2021,06:27:00
01-01-2021 06:34,2,P286634,193,0,01-01-2021,06:34:00
01-01-2021 06:35,1,T398672,1353,236,01-01-2021,06:35:00
01-01-2021 06:35,3,J192194,590,106,01-01-2021,06:35:00
01-01-2021 06:50,2,L736768,457,14,01-01-2021,06:50:00
01-01-2021 07:01,2,U641256,365,25,01-01-2021,07:01:00
01-01-2021 07:12,2,K273930,486,29,01-01-2021,07:12:00
01-01-2021 07:54,2,U559430,1129,26,01-01-2021,07:54:00
01-01-2021 08:03,1,V828034,3,8,01-01-2021,08:03:00
01-01-2021 08:07,3,V126561,910,0,01-01-2021,08:07:00
01-01-2021 08:22,3,K418200,243,10,01-01-2021,08:22:00
01-01-2021 08:25,3,P203824,1382,19,01-01-2021,08:25:00
01-01-2021 08:35,1,F533051,505,0,01-01-2021,08:35:00
01-01-2021 08:45,2,C319958,1013,19,01-01-2021,08:45:00
01-01-2021 08:51,1,C206355,1037,10,01-01-2021,08:51:00
01-01-2021 08:53,1,K669566,417,5,01-01-2021,08:53:00
01-01-2021 09:11,3,U641256,185,6,01-01-2021,09:11:00
01-01-2021 09:12,2,I281837,771,12,01-01-2021,09:12:00
01-01-2021 09:12,1,O362956,102,0,01-01-2021,09:12:00
01-01-2021 09:15,3,I281837,749,12,01-01-2021,09:15:00
01-01-2021 09:15,2,K222775,1103,46,01-01-2021,09:15:00
01-01-2021 09:42,3,V828034,1231,0,01-01-2021,09:42:00
01-01-2021 09:56,2,V828034,971,17,01-01-2021,09:56:00
01-01-2021 10:01,1,I992869,629,303,01-01-2021,10:01:00
01-01-2021 10:04,1,P203824,469,27,01-01-2021,10:04:00
01-01-2021 10:08,2,T387561,773,211,01-01-2021,10:08:00
01-01-2021 10:18,3,M163408,1498,9,01-01-2021,10:18:00
01-01-2021 10:22,2,T659609,125,165,01-01-2021,10:22:00
01-01-2021 10:33,3,X110622,205,0,01-01-2021,10:33:00
01-01-2021 10:38,3,N772493,224,9,01-01-2021,10:38:00
01-01-2021 10:54,3,E243130,1045,20,01-01-2021,10:54:00
01-01-2021 11:06,3,A475155,1490,5,01-01-2021,11:06:00
01-01-2021 11:07,1,V732706,740,6,01-01-2021,11:07:00
01-01-2021 11:13,2,I281837,609,24,01-01-2021,11:13:00
01-01-2021 11:23,1,N620104,388,13,01-01-2021,11:23:00
01-01-2021 11:52,2,C319958,272,0,01-01-2021,11:52:00
01-01-2021 12:07,1,T659609,744,0,01-01-2021,12:07:00
01-01-2021 12:09,1,T664783,457,4,01-01-2021,12:09:00
01-01-2021 12:10,3,M163408,757,0,01-01-2021,12:10:00
01-01-2021 12:13,3,K273930,706,0,01-01-2021,12:13:00
01-01-2021 12:15,3,F542348,883,11,01-01-2021,12:15:00
01-01-2021 12:34,2,S274120,1091,0,01-01-2021,12:34:00
01-01-2021 12:41,2,T664783,263,0,01-01-2021,12:41:00
01-01-2021 12:49,1,B971624,497,20,01-01-2021,12:49:00
01-02-2021 01:04,2,X991580,1453,0,02-01-2021,01:04:00
01-02-2021 01:13,3,J632516,264,0,02-01-2021,01:13:00
01-02-2021 01:37,3,U559430,1291,0,02-01-2021,01:37:00
01-02-2021 01:39,1,X409223,755,0,02-01-2021,01:39:00
01-02-2021 01:44,3,T659609,998,24,02-01-2021,01:44:00
01-02-2021 01:52,1,V732706,1290,0,02-01-2021,01:52:00
01-02-2021 01:59,3,B861430,273,26,02-01-2021,01:59:00
01-02-2021 02:07,2,J549755,424,20,02-01-2021,02:07:00
01-02-2021 02:09,2,J632516,630,23,02-01-2021,02:09:00
01-02-2021 02:16,3,S274120,760,0,02-01-2021,02:16:00
01-02-2021 02:18,2,I281837,1002,19,02-01-2021,02:18:00
01-02-2021 02:23,2,J549755,1222,0,02-01-2021,02:23:00
01-02-2021 02:27,3,P286634,308,28,02-01-2021,02:27:00
01-02-2021 02:28,3,J632516,1240,27,02-01-2021,02:28:00
01-02-2021 02:31,3,K915074,558,0,02-01-2021,02:31:00
01-02-2021 02:35,3,V828034,550,0,02-01-2021,02:35:00
01-02-2021 02:42,3,E137708,1231,3,02-01-2021,02:42:00
01-02-2021 03:16,3,S564705,965,21,02-01-2021,03:16:00
01-02-2021 03:18,3,N470942,84,0,02-01-2021,03:18:00
01-02-2021 03:25,2,N119221,984,0,02-01-2021,03:25:00
01-02-2021 03:27,3,E243130,854,12,02-01-2021,03:27:00
01-02-2021 03:36,3,I281837,749,0,02-01-2021,03:36:00
01-02-2021 03:49,2,C206355,1210,8,02-01-2021,03:49:00
01-02-2021 03:51,3,B971624,951,0,02-01-2021,03:51:00
01-02-2021 03:56,3,I543040,792,17,02-01-2021,03:56:00
01-02-2021 03:56,2,J549755,435,17,02-01-2021,03:56:00
01-02-2021 04:04,2,D411745,483,0,02-01-2021,04:04:00
01-02-2021 04:09,3,D411745,1071,16,02-01-2021,04:09:00
01-02-2021 04:10,3,K222775,1007,28,02-01-2021,04:10:00
01-02-2021 04:12,2,O362956,517,7,02-01-2021,04:12:00
01-02-2021 04:19,2,E243130,1148,0,02-01-2021,04:19:00
01-02-2021 04:26,1,C206355,1355,0,02-01-2021,04:26:00
01-02-2021 04:42,3,M163408,1290,21,02-01-2021,04:42:00
01-02-2021 04:44,2,M163408,957,0,02-01-2021,04:44:00
01-02-2021 04:49,3,E778362,1324,30,02-01-2021,04:49:00
01-02-2021 05:03,3,F542348,784,5,02-01-2021,05:03:00
01-02-2021 05:05,3,T387561,1357,27,02-01-2021,05:05:00
01-02-2021 05:21,2,K273930,1337,3,02-01-2021,05:21:00
01-02-2021 05:52,3,B971624,965,7,02-01-2021,05:52:00
01-02-2021 05:56,3,A475155,48,2,02-01-2021,05:56:00
01-02-2021 05:56,2,T387561,220,22,02-01-2021,05:56:00
01-02-2021 06:05,3,O856292,888,3,02-01-2021,06:05:00
01-02-2021 06:11,3,C206355,1421,0,02-01-2021,06:11:00
01-02-2021 06:21,2,J192194,516,0,02-01-2021,06:21:00
01-02-2021 06:26,3,M855788,746,0,02-01-2021,06:26:00
01-02-2021 06:34,3,S274120,1215,6,02-01-2021,06:34:00
01-02-2021 06:42,3,F533051,789,26,02-01-2021,06:42:00
01-02-2021 06:42,3,T398672,1492,220,02-01-2021,06:42:00
01-02-2021 07:03,2,A166733,465,0,02-01-2021,07:03:00
01-02-2021 07:06,2,U194381,1209,0,02-01-2021,07:06:00
01-02-2021 07:23,3,N620104,938,24,02-01-2021,07:23:00
01-02-2021 07:31,1,K399501,1121,0,02-01-2021,07:31:00
01-02-2021 07:32,2,A166733,453,0,02-01-2021,07:32:00
01-02-2021 07:37,3,I992869,508,0,02-01-2021,07:37:00
01-02-2021 07:43,3,K273930,279,11,02-01-2021,07:43:00
01-02-2021 07:48,2,K222775,342,0,02-01-2021,07:48:00
01-02-2021 07:50,3,M794992,103,27,02-01-2021,07:50:00
01-02-2021 07:59,2,V732706,1143,0,02-01-2021,07:59:00
01-02-2021 08:18,1,I992869,1160,27,02-01-2021,08:18:00
01-02-2021 08:18,1,U641256,529,0,02-01-2021,08:18:00
01-02-2021 09:00,2,K669566,1153,0,02-01-2021,09:00:00
01-02-2021 09:18,3,P203824,1380,5,02-01-2021,09:18:00
01-02-2021 09:33,2,S704443,1169,24,02-01-2021,09:33:00
01-02-2021 09:54,1,V828034,265,0,02-01-2021,09:54:00
01-02-2021 10:02,3,S564705,1028,12,02-01-2021,10:02:00
01-02-2021 10:29,3,A166733,562,30,02-01-2021,10:29:00
01-02-2021 10:34,1,A166733,1415,151,02-01-2021,10:34:00
01-02-2021 10:39,3,K273930,572,28,02-01-2021,10:39:00
01-02-2021 10:49,1,D774655,1292,15,02-01-2021,10:49:00
01-02-2021 11:00,3,O856292,1451,27,02-01-2021,11:00:00
01-02-2021 11:10,3,O856292,600,0,02-01-2021,11:10:00
01-02-2021 11:17,3,H438047,1507,0,02-01-2021,11:17:00
01-02-2021 11:18,3,T664783,914,3,02-01-2021,11:18:00
01-02-2021 11:19,3,J419954,1,13,02-01-2021,11:19:00
01-02-2021 11:25,1,Y193775,553,0,02-01-2021,11:25:00
01-02-2021 11:32,2,O362956,1247,2,02-01-2021,11:32:00
01-02-2021 11:39,3,L736768,502,27,02-01-2021,11:39:00
01-02-2021 11:46,3,T659609,796,0,02-01-2021,11:46:00
01-02-2021 11:50,3,S564705,1218,28,02-01-2021,11:50:00
01-02-2021 12:06,3,E778362,56,0,02-01-2021,12:06:00
01-02-2021 12:14,2,G586239,1346,0,02-01-2021,12:14:00
01-02-2021 12:28,2,J192194,197,25,02-01-2021,12:28:00
01-02-2021 12:30,1,M163408,712,0,02-01-2021,12:30:00
01-02-2021 12:37,3,C319958,269,0,02-01-2021,12:37:00
01-02-2021 12:37,2,V126561,541,0,02-01-2021,12:37:00
01-02-2021 12:45,1,N772493,1337,1,02-01-2021,12:45:00
01-02-2021 12:49,3,K669566,801,16,02-01-2021,12:49:00
01-02-2021 12:55,3,K418200,74,15,02-01-2021,12:55:00
01-02-2021 12:59,2,G586239,642,115,02-01-2021,12:59:00
01-03-2021 01:27,3,T387561,660,0,03-01-2021,01:27:00
01-03-2021 01:36,2,X110622,1390,30,03-01-2021,01:36:00
01-03-2021 01:48,2,N772493,991,247,03-01-2021,01:48:00
01-03-2021 02:03,2,K222775,923,9,03-01-2021,02:03:00
01-03-2021 02:12,2,X991580,847,14,03-01-2021,02:12:00
01-03-2021 02:13,1,L736768,1336,23,03-01-2021,02:13:00
01-03-2021 02:15,3,L736768,849,0,03-01-2021,02:15:00
01-03-2021 02:24,1,U641256,1426,28,03-01-2021,02:24:00
01-03-2021 02:34,2,E988252,322,0,03-01-2021,02:34:00
01-03-2021 02:42,3,X409223,371,0,03-01-2021,02:42:00
01-03-2021 02:45,3,Q921541,751,0,03-01-2021,02:45:00
01-03-2021 02:52,2,P286634,1213,2,03-01-2021,02:52:00
01-03-2021 02:52,2,P203824,291,0,03-01-2021,02:52:00
01-03-2021 03:13,3,K915074,996,2,03-01-2021,03:13:00
01-03-2021 03:20,1,J192194,1442,8,03-01-2021,03:20:00
01-03-2021 03:21,3,E778362,398,20,03-01-2021,03:21:00
01-03-2021 03:24,2,E778362,1329,298,03-01-2021,03:24:00
01-03-2021 03:34,3,E243130,517,18,03-01-2021,03:34:00
01-03-2021 03:37,1,P203824,682,7,03-01-2021,03:37:00
01-03-2021 03:39,3,J192194,1081,15,03-01-2021,03:39:00
01-03-2021 03:45,3,T664783,568,298,03-01-2021,03:45:00
01-03-2021 03:52,1,N772493,1408,6,03-01-2021,03:52:00
01-03-2021 04:28,1,N620104,140,15,03-01-2021,04:28:00
01-03-2021 04:31,3,S564705,1248,29,03-01-2021,04:31:00
01-03-2021 04:34,2,K222775,978,0,03-01-2021,04:34:00
01-03-2021 04:37,3,U641256,1133,0,03-01-2021,04:37:00
01-03-2021 04:49,1,U194381,479,198,03-01-2021,04:49:00
01-03-2021 05:13,3,S564705,1377,7,03-01-2021,05:13:00
01-03-2021 05:19,2,X825147,579,0,03-01-2021,05:19:00
01-03-2021 05:24,3,K669566,408,212,03-01-2021,05:24:00
01-03-2021 05:30,1,K273930,49,13,03-01-2021,05:30:00
01-03-2021 05:44,3,X110622,1409,188,03-01-2021,05:44:00
01-03-2021 05:46,2,G727038,1519,26,03-01-2021,05:46:00
01-03-2021 06:05,2,U559430,553,92,03-01-2021,06:05:00
01-03-2021 06:06,2,A475155,358,9,03-01-2021,06:06:00
01-03-2021 06:10,3,M794992,1190,0,03-01-2021,06:10:00
01-03-2021 06:28,3,I281837,900,13,03-01-2021,06:28:00
01-03-2021 06:30,3,G727038,879,194,03-01-2021,06:30:00
01-03-2021 06:31,2,K399501,173,0,03-01-2021,06:31:00
01-03-2021 06:36,3,K273930,405,1,03-01-2021,06:36:00
01-03-2021 06:37,3,Q921541,1096,29,03-01-2021,06:37:00
01-03-2021 06:45,3,S704443,1387,223,03-01-2021,06:45:00
01-03-2021 06:46,3,X825147,1241,17,03-01-2021,06:46:00
01-03-2021 06:58,1,Q921541,1471,0,03-01-2021,06:58:00
01-03-2021 06:58,1,J632516,802,70,03-01-2021,06:58:00
01-03-2021 07:10,3,N772493,500,93,03-01-2021,07:10:00
01-03-2021 07:41,2,K669566,367,0,03-01-2021,07:41:00
01-03-2021 07:59,3,X110622,1223,285,03-01-2021,07:59:00
01-03-2021 08:08,1,C206355,76,14,03-01-2021,08:08:00
01-03-2021 08:14,2,E988252,1254,30,03-01-2021,08:14:00
01-03-2021 08:16,2,G586239,318,17,03-01-2021,08:16:00
01-03-2021 08:16,3,O856292,1454,19,03-01-2021,08:16:00
01-03-2021 08:27,3,O856292,653,0,03-01-2021,08:27:00
01-03-2021 08:45,2,J419954,1090,11,03-01-2021,08:45:00
01-03-2021 08:50,2,A475155,421,0,03-01-2021,08:50:00
01-03-2021 08:51,1,J173690,1197,0,03-01-2021,08:51:00
01-03-2021 09:01,1,E243130,1116,0,03-01-2021,09:01:00
01-03-2021 09:06,2,G586239,831,6,03-01-2021,09:06:00
01-03-2021 09:10,2,D411745,1362,4,03-01-2021,09:10:00
01-03-2021 09:10,3,I992869,72,20,03-01-2021,09:10:00
01-03-2021 09:10,2,E137708,1489,0,03-01-2021,09:10:00
01-03-2021 09:38,3,S274120,181,0,03-01-2021,09:38:00
01-03-2021 09:46,3,I543040,295,0,03-01-2021,09:46:00
01-03-2021 10:16,3,O856292,675,303,03-01-2021,10:16:00
01-03-2021 10:19,2,A475155,1501,29,03-01-2021,10:19:00
01-03-2021 10:24,1,F542348,281,0,03-01-2021,10:24:00
01-03-2021 10:39,3,M855788,1014,0,03-01-2021,10:39:00
01-03-2021 10:50,3,V828034,763,13,03-01-2021,10:50:00
01-03-2021 10:51,3,B651033,505,0,03-01-2021,10:51:00
01-03-2021 11:09,3,X991580,1034,0,03-01-2021,11:09:00
01-03-2021 11:09,2,X825147,646,4,03-01-2021,11:09:00
01-03-2021 11:12,3,I543040,143,28,03-01-2021,11:12:00
01-03-2021 11:22,2,T387561,782,0,03-01-2021,11:22:00
01-03-2021 11:29,1,J549755,437,28,03-01-2021,11:29:00
01-03-2021 11:35,3,M794992,104,0,03-01-2021,11:35:00
01-03-2021 11:44,3,M163408,1090,2,03-01-2021,11:44:00
01-03-2021 11:52,3,K915074,231,20,03-01-2021,11:52:00
01-03-2021 11:54,3,X825147,343,80,03-01-2021,11:54:00
01-03-2021 11:58,2,B971624,472,3,03-01-2021,11:58:00
01-03-2021 12:05,2,N470942,335,0,03-01-2021,12:05:00
01-03-2021 12:17,2,Q921541,61,86,03-01-2021,12:17:00
01-03-2021 12:19,3,U559430,687,0,03-01-2021,12:19:00
01-03-2021 12:25,2,O856292,710,3,03-01-2021,12:25:00
01-03-2021 12:31,3,K273930,142,22,03-01-2021,12:31:00
01-03-2021 12:46,3,B971624,651,0,03-01-2021,12:46:00
01-03-2021 12:49,3,I992869,658,0,03-01-2021,12:49:00
01-03-2021 12:51,2,J419954,564,30,03-01-2021,12:51:00
01-03-2021 12:54,2,D774655,610,3,03-01-2021,12:54:00
01-03-2021 12:55,2,K915074,835,0,03-01-2021,12:55:00
01-03-2021 12:56,3,B651033,1240,3,03-01-2021,12:56:00
01-04-2021 01:06,2,K669566,414,0,04-01-2021,01:06:00
01-04-2021 01:29,2,U559430,170,11,04-01-2021,01:29:00
01-04-2021 01:35,1,E778362,761,0,04-01-2021,01:35:00
01-04-2021 01:43,3,E778362,244,12,04-01-2021,01:43:00
01-04-2021 01:43,2,O856292,1529,16,04-01-2021,01:43:00
01-04-2021 01:54,2,Q921541,1443,12,04-01-2021,01:54:00
01-04-2021 02:00,3,S704443,1355,8,04-01-2021,02:00:00
01-04-2021 02:19,3,V228277,558,0,04-01-2021,02:19:00
01-04-2021 02:20,2,O856292,988,8,04-01-2021,02:20:00
01-04-2021 02:22,3,O856292,1262,21,04-01-2021,02:22:00
01-04-2021 02:30,3,K669566,1477,12,04-01-2021,02:30:00
01-04-2021 02:42,3,D774655,645,0,04-01-2021,02:42:00
01-04-2021 02:43,2,K418200,196,22,04-01-2021,02:43:00
01-04-2021 02:49,2,L736768,1327,0,04-01-2021,02:49:00
01-04-2021 02:50,3,K273930,441,10,04-01-2021,02:50:00
01-04-2021 02:57,3,O856292,1358,26,04-01-2021,02:57:00
01-04-2021 03:09,1,M163408,117,0,04-01-2021,03:09:00
01-04-2021 03:13,2,N470942,1458,8,04-01-2021,03:13:00
01-04-2021 03:46,3,J632516,364,27,04-01-2021,03:46:00
01-04-2021 03:46,2,G586239,1236,0,04-01-2021,03:46:00
01-04-2021 03:55,3,E988252,94,17,04-01-2021,03:55:00
01-04-2021 04:15,3,N119221,682,21,04-01-2021,04:15:00
01-04-2021 04:19,2,K273930,121,101,04-01-2021,04:19:00
01-04-2021 04:21,3,D411745,1145,29,04-01-2021,04:21:00
01-04-2021 04:38,3,K222775,1402,3,04-01-2021,04:38:00
01-04-2021 04:39,2,P203824,362,1,04-01-2021,04:39:00
01-04-2021 04:46,3,S704443,317,29,04-01-2021,04:46:00
01-04-2021 05:01,3,I281837,90,51,04-01-2021,05:01:00
01-04-2021 05:06,3,T387561,1107,24,04-01-2021,05:06:00
01-04-2021 05:10,1,E243130,1356,7,04-01-2021,05:10:00
01-04-2021 05:18,2,K222775,689,14,04-01-2021,05:18:00
01-04-2021 05:23,1,Y193775,342,0,04-01-2021,05:23:00
01-04-2021 05:23,2,J632516,350,53,04-01-2021,05:23:00
01-04-2021 05:24,1,E778362,313,3,04-01-2021,05:24:00
01-04-2021 05:32,1,P203824,220,29,04-01-2021,05:32:00
01-04-2021 05:36,2,K399501,527,10,04-01-2021,05:36:00
01-04-2021 05:42,3,U641256,369,8,04-01-2021,05:42:00
01-04-2021 05:57,1,K669566,1133,0,04-01-2021,05:57:00
01-04-2021 05:57,1,K399501,680,20,04-01-2021,05:57:00
01-04-2021 06:25,3,X825147,1171,3,04-01-2021,06:25:00
01-04-2021 06:27,3,T398672,904,41,04-01-2021,06:27:00
01-04-2021 06:28,3,N470942,597,8,04-01-2021,06:28:00
01-04-2021 07:03,2,K669566,935,0,04-01-2021,07:03:00
01-04-2021 07:27,2,O362956,1207,22,04-01-2021,07:27:00
01-04-2021 07:42,2,J419954,1093,4,04-01-2021,07:42:00
01-04-2021 07:57,2,K399501,893,0,04-01-2021,07:57:00
01-04-2021 07:58,3,O362956,1483,10,04-01-2021,07:58:00
01-04-2021 08:53,3,G727038,790,23,04-01-2021,08:53:00
01-04-2021 08:55,3,E988252,1349,11,04-01-2021,08:55:00
01-04-2021 08:56,2,P286634,160,16,04-01-2021,08:56:00
01-04-2021 09:00,3,K669566,636,180,04-01-2021,09:00:00
01-04-2021 09:03,3,A475155,22,5,04-01-2021,09:03:00
01-04-2021 09:13,3,M163408,444,7,04-01-2021,09:13:00
01-04-2021 09:19,1,J549755,341,168,04-01-2021,09:19:00
01-04-2021 09:19,1,U194381,74,15,04-01-2021,09:19:00
01-04-2021 09:25,3,D411745,210,23,04-01-2021,09:25:00
01-04-2021 09:26,3,S704443,392,19,04-01-2021,09:26:00
01-04-2021 09:36,3,J632516,733,19,04-01-2021,09:36:00
01-04-2021 09:44,3,L736768,12,13,04-01-2021,09:44:00
01-04-2021 09:48,3,K915074,670,0,04-01-2021,09:48:00
01-04-2021 10:03,2,F542348,1158,0,04-01-2021,10:03:00
01-04-2021 10:07,2,B861430,1205,0,04-01-2021,10:07:00
01-04-2021 10:10,2,O362956,775,172,04-01-2021,10:10:00
01-04-2021 10:21,3,S564705,951,9,04-01-2021,10:21:00
01-04-2021 10:45,2,X110622,433,17,04-01-2021,10:45:00
01-04-2021 10:54,3,V126561,1362,0,04-01-2021,10:54:00
01-04-2021 11:07,3,S704443,395,24,04-01-2021,11:07:00
01-04-2021 11:27,1,D411745,659,0,04-01-2021,11:27:00
01-04-2021 11:30,2,X110622,1398,0,04-01-2021,11:30:00
01-04-2021 11:30,2,O362956,1032,4,04-01-2021,11:30:00
01-04-2021 11:35,3,N470942,1152,26,04-01-2021,11:35:00
01-04-2021 11:35,3,S274120,1206,0,04-01-2021,11:35:00
01-04-2021 11:37,2,G727038,1381,16,04-01-2021,11:37:00
01-04-2021 11:37,2,X991580,765,17,04-01-2021,11:37:00
01-04-2021 11:46,3,Q921541,1006,0,04-01-2021,11:46:00
01-04-2021 12:01,3,X991580,703,0,04-01-2021,12:01:00
01-04-2021 12:01,2,C319958,468,0,04-01-2021,12:01:00
01-04-2021 12:03,3,J632516,615,0,04-01-2021,12:03:00
01-04-2021 12:17,3,U641256,667,0,04-01-2021,12:17:00
01-04-2021 12:22,1,X991580,419,24,04-01-2021,12:22:00
01-04-2021 12:23,2,U559430,1206,0,04-01-2021,12:23:00
01-04-2021 12:46,3,Y193775,1444,10,04-01-2021,12:46:00
01-04-2021 12:50,3,E243130,1353,28,04-01-2021,12:50:00
01-05-2021 01:10,2,T664783,799,29,05-01-2021,01:10:00
01-05-2021 01:28,3,I992869,1349,15,05-01-2021,01:28:00
01-05-2021 01:33,1,J192194,890,0,05-01-2021,01:33:00
01-05-2021 01:45,3,D411745,321,0,05-01-2021,01:45:00
01-05-2021 01:57,3,P203824,90,8,05-01-2021,01:57:00
01-05-2021 02:21,2,U559430,533,11,05-01-2021,02:21:00
01-05-2021 02:21,2,S564705,1454,4,05-01-2021,02:21:00
01-05-2021 02:27,3,V228277,1159,0,05-01-2021,02:27:00
01-05-2021 02:31,2,M855788,1365,0,05-01-2021,02:31:00
01-05-2021 02:34,3,D774655,1018,76,05-01-2021,02:34:00
01-05-2021 02:41,3,M794992,217,0,05-01-2021,02:41:00
01-05-2021 02:45,1,M855788,903,18,05-01-2021,02:45:00
01-05-2021 02:55,3,K915074,652,0,05-01-2021,02:55:00
01-05-2021 02:55,2,O856292,544,0,05-01-2021,02:55:00
01-05-2021 03:13,3,B651033,1452,23,05-01-2021,03:13:00
01-05-2021 03:16,2,B651033,1306,0,05-01-2021,03:16:00
01-05-2021 03:43,3,V732706,445,281,05-01-2021,03:43:00
01-05-2021 03:54,2,T387561,1058,3,05-01-2021,03:54:00
01-05-2021 04:03,3,E778362,535,27,05-01-2021,04:03:00
01-05-2021 04:05,2,Y193775,751,0,05-01-2021,04:05:00
01-05-2021 04:19,1,V828034,1186,0,05-01-2021,04:19:00
01-05-2021 04:54,2,P286634,1355,2,05-01-2021,04:54:00
01-05-2021 04:57,3,J632516,1031,0,05-01-2021,04:57:00
01-05-2021 04:58,2,S274120,1282,25,05-01-2021,04:58:00
01-05-2021 05:00,2,A475155,1017,0,05-01-2021,05:00:00
01-05-2021 05:00,3,O362956,341,4,05-01-2021,05:00:00
01-05-2021 05:09,1,T398672,1053,0,05-01-2021,05:09:00
01-05-2021 05:13,3,J549755,1445,248,05-01-2021,05:13:00
01-05-2021 05:13,1,V126561,1472,0,05-01-2021,05:13:00
01-05-2021 05:19,2,U641256,210,161,05-01-2021,05:19:00
01-05-2021 05:20,2,X409223,482,0,05-01-2021,05:20:00
01-05-2021 05:33,3,M794992,1421,10,05-01-2021,05:33:00
01-05-2021 05:37,1,U641256,896,6,05-01-2021,05:37:00
01-05-2021 05:37,3,B971624,1489,0,05-01-2021,05:37:00
01-05-2021 05:39,1,B651033,26,209,05-01-2021,05:39:00
01-05-2021 05:43,3,S704443,619,301,05-01-2021,05:43:00
01-05-2021 05:49,3,D774655,43,0,05-01-2021,05:49:00
01-05-2021 05:54,3,F542348,134,5,05-01-2021,05:54:00
01-05-2021 05:56,3,H438047,348,28,05-01-2021,05:56:00
01-05-2021 06:10,1,U641256,633,214,05-01-2021,06:10:00
01-05-2021 06:16,1,X110622,1299,29,05-01-2021,06:16:00
01-05-2021 06:16,3,T664783,275,0,05-01-2021,06:16:00
01-05-2021 06:21,2,I543040,19,0,05-01-2021,06:21:00
01-05-2021 06:49,2,A475155,32,14,05-01-2021,06:49:00
01-05-2021 06:54,3,V732706,1020,0,05-01-2021,06:54:00
01-05-2021 06:58,3,D411745,950,14,05-01-2021,06:58:00
01-05-2021 07:04,1,Y193775,717,0,05-01-2021,07:04:00
01-05-2021 07:15,2,F533051,465,24,05-01-2021,07:15:00
01-05-2021 07:18,1,V828034,591,0,05-01-2021,07:18:00
01-05-2021 07:18,3,U559430,783,0,05-01-2021,07:18:00
01-05-2021 07:19,3,J173690,793,26,05-01-2021,07:19:00
01-05-2021 07:27,3,T664783,1331,0,05-01-2021,07:27:00
01-05-2021 07:34,3,I281837,580,0,05-01-2021,07:34:00
01-05-2021 07:37,2,K273930,197,8,05-01-2021,07:37:00
01-05-2021 07:41,3,E137708,857,19,05-01-2021,07:41:00
01-05-2021 07:44,2,X825147,447,0,05-01-2021,07:44:00
01-05-2021 08:04,3,U641256,234,11,05-01-2021,08:04:00
01-05-2021 08:11,2,V828034,1469,13,05-01-2021,08:11:00
01-05-2021 08:15,2,B861430,243,0,05-01-2021,08:15:00
01-05-2021 08:35,2,H438047,1282,0,05-01-2021,08:35:00
01-05-2021 08:41,2,A166733,1053,213,05-01-2021,08:41:00
